Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-73.39259999999987,-247.89450000000124,282.42509999999965,-11.009887200000014,-321.2871000000013,271.4152127999995,-49.87188720000324,10
1,-69.81410000000002,-243.71969999999885,281.8893,-10.63774872000001,-313.5337999999962,271.25155128,-42.28224871999669,10
2,-73.4250999999999,-242.5704999999998,277.91519999999986,-11.00363471999999,-315.9955999999988,266.91156527999965,-49.08403471999509,10
3,-70.51919999999998,-257.7833999999995,292.56340000000006,-10.612031759999992,-328.30260000000266,281.95136824000014,-46.35123176000434,10
4,-76.53279999999998,-253.2603999999979,291.59159999999997,-10.807253999999986,-329.7931999999983,280.784346,-49.00885399999777,10
5,-71.08970000000008,-263.0935000000005,301.96860000000015,-10.504300319999999,-334.18320000000335,291.46429968000007,-42.71890032000192,10
6,-74.68950000000018,-275.10690000000176,304.1377999999998,-10.648614239999997,-349.7964000000026,293.48918576,-56.307214240004896,10
7,-67.20929999999997,-252.04729999999722,281.0688000000003,-11.258085600000001,-319.2565999999956,269.8107144000005,-49.44588559999738,10
8,-67.09509999999987,-255.18050000000284,281.6868999999999,-10.976675759999996,-322.27560000000204,270.71022423999995,-51.56537575999744,10
9,-64.23899999999995,-271.17500000000103,301.24009999999987,-10.909825199999997,-335.4140000000024,290.33027479999976,-45.08372520000489,10
10,-81.76510000000007,-244.73969999999832,290.4588,-10.853417519999995,-326.5047999999977,279.60538247999995,-46.89941751999777,10
11,-72.93510000000002,-264.3492000000027,299.67340000000013,-10.539932400000001,-337.28430000000276,289.1334675999998,-48.15083240000388,10
12,-70.11489999999982,-251.1395000000004,285.7471000000003,-10.2842964,-321.25439999999884,275.46280360000037,-45.7915964000008,10
13,-67.74719999999994,-232.7858000000021,270.4458999999999,-10.39799592,-300.53300000000024,260.0479040800001,-40.48509592000107,10
14,-69.44810000000004,-231.9814000000003,263.98190000000005,-10.155077279999995,-301.4295000000008,253.82682271999983,-47.60267728000326,10
15,-80.76379999999992,-264.1451000000028,302.4784999999999,-11.757803760000003,-344.9089000000018,290.7206962399999,-54.188203759999624,10
16,-76.78729999999985,-247.35070000000047,287.46349999999984,-10.89588312,-324.1380000000003,276.56761687999983,-47.57038311999872,10
17,-68.07629999999992,-225.6488000000005,260.06879999999995,-9.68060376,-293.7251000000029,250.38819624000024,-43.33690376000084,10
18,-61.81190000000005,-235.98000000000013,265.95289999999994,-9.196901279999993,-297.7918999999988,256.7559987200002,-41.03590128000076,10
19,-71.91560000000011,-219.01239999999927,256.6095000000001,-9.555126480000007,-290.92800000000165,247.05437351999996,-43.87362647999805,10
